speciesname_original;modified;speciesname_corrected;AphiaID;Match type;LSID;TSN;ScientificName;Authority;Qualitystatus;Taxon status;AphiaID_accepted;ScientificName_accepted;Authority_accepted;Kingdom;Phylum;Class;Order;Family;Genus;Subgenus;Species;Subspecies;isMarine;isBrackish;isFresh;isTerrestrial;Citation;;;;;;;;;;;;;;;;;;;;;
Chaetoceros cinctus;;Chaetoceros cinctus;149622;exact;urn:lsid:marinespecies.org:taxname:149622;2778;Chaetoceros cinctus;Gran, 1897;Edited by Database Management Team;accepted;149622;Chaetoceros cinctus;Gran, 1897;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;;cinctus;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Chaetoceros cinctus Gran, 1897. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149622 on 2019-01-31;;
Chaetoceros crinitus;;Chaetoceros crinitus;149171;exact;urn:lsid:marinespecies.org:taxname:149171;2838;Chaetoceros crinitus;F.Schütt, 1895;Edited by Database Management Team;accepted;149171;Chaetoceros crinitus;F.Schütt, 1895;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;;crinitus;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Chaetoceros crinitus F.Schütt, 1895. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149171 on 2019-01-31;;
Tetraselmis;;Tetraselmis;134526;exact;urn:lsid:marinespecies.org:taxname:134526;9560;Tetraselmis;F.Stein, 1878;Checked by Taxonomic Editor;accepted;134526;Tetraselmis;F.Stein, 1878;Plantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales;Chlorodendraceae;Tetraselmis;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Tetraselmis F.Stein, 1878. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=134526 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Ebria;;Ebria;118014;exact;urn:lsid:marinespecies.org:taxname:118014;1813;Ebria;Borgert, 1891;Checked by Taxonomic Editor;accepted;118014;Ebria;Borgert, 1891;Protozoa;;Ebriophyceae;Ebriales;Ebriaceae;Ebria;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ebria Borgert, 1891. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=118014 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Telonema subtilis;;Telonema subtilis;118076;exact;urn:lsid:marinespecies.org:taxname:118076;;Telonema subtilis;Griessmann, 1913;Checked by Taxonomic Editor;unaccepted;118075;Telonema subtile;Greissmann, 1913;Chromista;Cryptophyta;Telonemea;Telonemida;;Telonema;;subtilis;;1;;;;WoRMS (2019). Telonema subtilis Griessmann, 1913. Accessed at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=118076 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Micracanthodinium setiferum;;Micracanthodinium setiferum;109993;exact;urn:lsid:marinespecies.org:taxname:109993;10486;Micracanthodinium setiferum;(Lohmann) Deflandre, 1937;Checked by Taxonomic Editor;accepted;109993;Micracanthodinium setiferum;(Lohmann) Deflandre, 1937;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Cladopyxidaceae;Micracanthodinium;;setiferum;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Micracanthodinium setiferum (Lohmann) Deflandre, 1937. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109993 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Chaetoceros simplex var. calcitrans;;Chaetoceros simplex var. calcitrans;163015;exact;urn:lsid:marinespecies.org:taxname:163015;2845;Chaetoceros simplex var. calcitrans;Paulsen, 1905;Edited by Database Management Team;uncertain;163015;Chaetoceros simplex var. calcitrans;Paulsen, 1905;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;;simplex;;1;;;;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Chaetoceros simplex var. calcitrans Paulsen, 1905. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=163015 on 2019-01-31;;
Dactylococcopsis;;Dactylococcopsis;146579;exact;urn:lsid:marinespecies.org:taxname:146579;6446;Dactylococcopsis;Hansgirg;Checked by Taxonomic Editor;accepted;146579;Dactylococcopsis;Hansgirg;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Dactylococcopsis;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dactylococcopsis Hansgirg. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=146579 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Gymnodinium mikimotoi;;Gymnodinium mikimotoi;109813;exact;urn:lsid:marinespecies.org:taxname:109813;331277;Gymnodinium mikimotoi;Miyake & Kominami ex Oda, 1935;Checked by Taxonomic Editor;unaccepted;233024;Karenia mikimotoi;(Miyake & Kominami ex Oda) Gert Hansen & Ø.Moestrup, 2000;Chromista;Myzozoa;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gymnodinium;;mikimotoi;;1;;0;0;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Gymnodinium mikimotoi Miyake & Kominami ex Oda, 1935. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109813 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Oscillatoria;;Oscillatoria;146549;exact;urn:lsid:marinespecies.org:taxname:146549;917;Oscillatoria;Vaucher ex Gomont, 1892;Checked by Taxonomic Editor;accepted;146549;Oscillatoria;Vaucher ex Gomont, 1892;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Oscillatoriaceae;Oscillatoria;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Oscillatoria Vaucher ex Gomont, 1892. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=146549 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Dinobryon faculiferum;;Dinobryon faculiferum;160553;exact;urn:lsid:marinespecies.org:taxname:160553;;Dinobryon faculiferum;(Willén) Willén, 1992;Checked by Taxonomic Editor;accepted;160553;Dinobryon faculiferum;(Willén) Willén, 1992;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae;Dinobryon;;faculiferum;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dinobryon faculiferum (Willén) Willén, 1992. Accessed through: World Register of Marine Species at: http://marinespecies.org/aphia.php?p=taxdetails&id=160553 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Monoraphidium contortum;;Monoraphidium contortum;160591;exact;urn:lsid:marinespecies.org:taxname:160591;5991;Monoraphidium contortum;(Thuret) Komárková-Legnerová, 1969;Checked by Taxonomic Editor;accepted;160591;Monoraphidium contortum;(Thuret) Komárková-Legnerová, 1969;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;;contortum;;0;0;1;0;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Monoraphidium contortum (Thuret) Komárková-Legnerová, 1969. Accessed through: World Register of Marine Species at: http://marinespecies.org/aphia.php?p=taxdetails&id=160591 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Micracanthodinium;;Micracanthodinium;109510;exact;urn:lsid:marinespecies.org:taxname:109510;10485;Micracanthodinium;Deflandre, 1937;Checked by Taxonomic Editor;accepted;109510;Micracanthodinium;Deflandre, 1937;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Cladopyxidaceae;Micracanthodinium;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Micracanthodinium Deflandre, 1937. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109510 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Rhizosolenia hebetata f. semispina;;Rhizosolenia hebetata f. semispina;149071;exact;urn:lsid:marinespecies.org:taxname:149071;2895;Rhizosolenia hebetata f. semispina;(Hensen) Gran, 1908;Edited by Database Management Team;alternate representation;163348;Rhizosolenia semispina;Hensen, 1887;Chromista;Ochrophyta;Bacillariophyceae;Rhizosoleniales;Rhizosoleniaceae;Rhizosolenia;;hebetata;;1;;;;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Rhizosolenia hebetata f. semispina (Hensen) Gran, 1908. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149071 on 2019-01-31;;
Chaetoceros gracilis;;Chaetoceros gracilis;178204;exact;urn:lsid:marinespecies.org:taxname:178204;2806;Chaetoceros gracilis;Schütt, 1895;Edited by Database Management Team;unaccepted;418510;Chaetoceros neogracile;S.L.VanLandingham, 1968;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;;gracilis;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Chaetoceros gracilis Schütt, 1895. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=178204 on 2019-01-31;;
Mesoporos perforatus;;Mesoporos perforatus;232516;exact;urn:lsid:marinespecies.org:taxname:232516;9920;Mesoporos perforatus;(Gran) Lillick, 1937;Checked by Taxonomic Editor;accepted;232516;Mesoporos perforatus;(Gran) Lillick, 1937;Chromista;Myzozoa;Dinophyceae;Prorocentrales;Prorocentraceae;Mesoporos;;perforatus;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Mesoporos perforatus (Gran) Lillick, 1937. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=232516 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Thecadinium;;Thecadinium;109557;exact;urn:lsid:marinespecies.org:taxname:109557;10491;Thecadinium;Kofoid & Skogsberg, 1928;Checked by Taxonomic Editor;accepted;109557;Thecadinium;Kofoid & Skogsberg, 1928;Chromista;Myzozoa;Dinophyceae;Peridiniales;Oxytoxaceae;Thecadinium;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Thecadinium Kofoid & Skogsberg, 1928. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109557 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Gloeodiniales;;Gloeodiniales;1308692;exact;urn:lsid:marinespecies.org:taxname:1308692;;Gloeodiniales;A.R.Loeblich III, 1970;Checked by Taxonomic Editor;accepted;1308692;Gloeodiniales;A.R.Loeblich III, 1970;Chromista;Myzozoa;Dinophyceae;Gloeodiniales;;;;;;;;1;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Gloeodiniales. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=1308692 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Chaetoceros septentrionalis;;Chaetoceros septentrionalis;149296;exact;urn:lsid:marinespecies.org:taxname:149296;2825;Chaetoceros septentrionalis;Østrup, 1895;Edited by Database Management Team;unaccepted;162823;Attheya septentrionalis;(Østrup) R.M.Crawford, 1994;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;;septentrionalis;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Chaetoceros septentrionalis Østrup, 1895. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149296 on 2019-01-31;;
Chaetoceros similis;;Chaetoceros similis;149127;exact;urn:lsid:marinespecies.org:taxname:149127;2826;Chaetoceros similis;Cleve, 1896;Edited by Database Management Team;accepted;149127;Chaetoceros similis;Cleve, 1896;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;;similis;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Chaetoceros similis Cleve, 1896. Accessed through: World Register of Marine Species at: http://marinespecies.org/aphia.php?p=taxdetails&id=149127 on 2019-01-31;;
Chaetoceros anastomosans;;Chaetoceros anastomosans;149292;exact;urn:lsid:marinespecies.org:taxname:149292;2763;Chaetoceros anastomosans;Grunow, 1882;Edited by Database Management Team;accepted;149292;Chaetoceros anastomosans;Grunow, 1882;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;;anastomosans;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Chaetoceros anastomosans Grunow, 1882. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149292 on 2019-01-31;;
Coolia monotis;;Coolia monotis;110130;exact;urn:lsid:marinespecies.org:taxname:110130;10168;Coolia monotis;Meunier, 1919;Checked by Taxonomic Editor;accepted;110130;Coolia monotis;Meunier, 1919;Chromista;Myzozoa;Dinophyceae;Gonyaulacales;Ostreopsidaceae;Coolia;;monotis;;1;;0;0;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Coolia monotis Meunier, 1919. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110130 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Peridiniaceae sp 3;;Peridiniaceae sp 3;109433;exact;urn:lsid:marinespecies.org:taxname:109433;10205;Peridiniaceae;Ehrenberg, 1831;Checked by Taxonomic Editor;accepted;109433;Peridiniaceae;Ehrenberg, 1831;Chromista;Myzozoa;Dinophyceae;Peridiniales;Peridiniaceae;;;;;1;;;;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Peridiniaceae Ehrenberg, 1831. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=109433 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
Chaetoceros constrictus cf;;Chaetoceros constrictus cf;156609;exact;urn:lsid:marinespecies.org:taxname:156609;2783;Chaetoceros constrictus;Gran, 1897;Edited by Database Management Team;accepted;156609;Chaetoceros constrictus;Gran, 1897;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;;constrictus;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Chaetoceros constrictus Gran, 1897. Accessed through: World Register of Marine Species at: http://marinespecies.org/aphia.php?p=taxdetails&id=156609 on 2019-01-31;;
Chaetoceros contortus;;Chaetoceros contortus;149623;exact;urn:lsid:marinespecies.org:taxname:149623;;Chaetoceros contortus;Schütt, 1895;Edited by Database Management Team;uncertain;149623;Chaetoceros contortus;Schütt, 1895;Chromista;Ochrophyta;Bacillariophyceae;Chaetocerotanae incertae sedis;Chaetocerotaceae;Chaetoceros;;contortus;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Chaetoceros contortus Schütt, 1895. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149623 on 2019-01-31;;
Pseudo-nitzschia sp 269014;;Pseudo-nitzschia sp 269014;149151;exact;urn:lsid:marinespecies.org:taxname:149151;584561;Pseudo-nitzschia;H. Peragallo in H. Peragallo & M. Peragallo, 1900;Edited by Database Management Team;accepted;149151;Pseudo-nitzschia;H. Peragallo in H. Peragallo & M. Peragallo, 1900;Chromista;Ochrophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Pseudo-nitzschia;;;;1;;;0;Kociolek, J.P.; Balasubramanian, K.; Blanco, S.; Coste, M.; Ector, L.; Liu, Y.; Kulikovskiy, M.; Lundholm, N.; Ludwig, T.; Potapova, M.; Rimet, F.; Sabbe, K.; Sala, S.; Sar, E.; Taylor, J.; Van de Vijver, B.; Wetzel, C.E.; Williams, D.M.; Witkowski, A.; Witkowski, J. (2019). DiatomBase. Pseudo-nitzschia H. Peragallo in H. Peragallo & M. Peragallo, 1900. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=149151 on 2019-01-31;;
Protoperidinium mite;;Protoperidinium mite;110234;exact;urn:lsid:marinespecies.org:taxname:110234;10312;Protoperidinium mite;(Pavillard, 1916) Balech, 1974;Checked by Taxonomic Editor;accepted;110234;Protoperidinium mite;(Pavillard, 1916) Balech, 1974;Chromista;Myzozoa;Dinophyceae;Peridiniales;Protoperidiniaceae;Protoperidinium;;mite;;1;;;0;Guiry, M.D. & Guiry, G.M. (2019). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Protoperidinium mite (Pavillard, 1916) Balech, 1974. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=110234 on 2019-01-31;;;;;;;;;;;;;;;;;;;;;
